"","V1"
"97297",5068.73775790475
"97298",4871.03477134775
"97299",4708.04542510205
"97300",4589.09124782877
"97301",4332.37224834054
"97302",4022.2828447707
"97303",4003.55543871069
"97304",4234.84722978687
"97305",4248.4941510334
"97306",4285.52017730546
"97307",4428.9580151435
"97308",4711.9774995117
"97309",4956.02850641192
"97310",5536.17657986976
"97311",5751.34476447047
"97312",6068.83111507201
"97313",6277.78169580365
"97314",6602.45254431543
"97315",6794.54202551195
"97316",6812.44372786334
"97317",6699.03779307888
"97318",6743.63071304172
"97319",6697.42457050923
"97320",6607.89432423338
"97321",6649.35757006623
"97322",6848.16763764875
"97323",6753.40784683343
"97324",6997.20883577198
"97325",7038.77168182664
"97326",7079.94052720168
"97327",6722.85247353212
"97328",6792.64750397847
"97329",6864.14554955054
"97330",6984.91034536905
"97331",7047.08187404083
"97332",7396.74357611033
"97333",7673.81925631352
"97334",7392.57939503469
"97335",7192.6680416107
"97336",6864.28851622929
"97337",6776.56673842427
"97338",6492.8238912218
"97339",6295.48792134054
"97340",6127.55545064552
"97341",5764.23226838289
"97342",5456.59764167384
"97343",5372.55562608065
"97344",5580.05867817439
"97345",5423.707529655
"97346",5141.2217799152
"97347",4945.93660115689
"97348",4878.84982975204
"97349",4691.46601213518
"97350",4622.44836173011
"97351",4568.78318974015
"97352",4489.83392485595
"97353",4476.04321496744
"97354",4563.34735518304
"97355",4749.02988620457
"97356",4900.92198092522
"97357",5131.4890730189
"97358",5700.60802496592
"97359",6180.21224512089
"97360",6365.25079372001
"97361",6835.72783255176
"97362",7012.62371396621
"97363",6932.53093214308
"97364",6791.20252170971
"97365",6411.5404706766
"97366",6385.4642437062
"97367",6038.75436041042
"97368",5797.14125771345
"97369",5763.55733837668
"97370",5903.03632808797
"97371",5816.37457141897
"97372",6004.24185790895
"97373",5875.46470331691
"97374",5636.06530911173
"97375",5692.29103014337
"97376",6008.59042188787
"97377",6214.17887932964
"97378",6555.00435410042
"97379",6845.40572717388
"97380",7238.89784901649
"97381",7509.49200094849
"97382",7354.42664986971
"97383",7051.51591565277
"97384",6865.19505799498
"97385",6713.81513799713
"97386",6424.27490049697
"97387",6261.00030199249
"97388",6043.12308874001
"97389",5747.80739363123
"97390",5465.25717640228
"97391",5214.09512070719
"97392",5540.56422319091
"97393",5335.17518132186
"97394",5178.02586134233
"97395",5065.13996503853
"97396",4917.48136707369
"97397",4758.72873517883
"97398",4699.51516337632
"97399",4651.99279298208
"97400",4615.34860086849
"97401",4580.82560360861
"97402",4702.81373443807
"97403",4712.32932335516
"97404",5017.86021429661
"97405",5159.409550918
"97406",5677.37074737497
"97407",6058.55631387645
"97408",6364.10687962998
"97409",6763.982497456
"97410",6902.12806838752
"97411",6876.18266534228
"97412",6642.58417181756
"97413",6468.37858308452
"97414",6359.95633541779
"97415",6169.59228904123
"97416",6113.27314594891
"97417",6247.02238080307
"97418",6215.69812976901
"97419",6292.91815484941
"97420",6293.60132281078
"97421",6219.52059780782
"97422",6207.9328983542
"97423",6489.3310333054
"97424",6628.15479801386
"97425",6751.42420603828
"97426",6856.19396894514
"97427",7164.77823061943
